uf;ibge;municipio;2021;2020;nome_teste;2019;teste
PE;2612901;São Benedito do Sul;16239;16069;São Benedito do Sul;15895;certo
PB;2513927;São Bentinho;4602;4566;São Bentinho;4529;certo
MA;2110500;São Bento;45989;45604;São Bento;45211;certo
PB;2513901;São Bento;34650;34344;São Bento;34031;certo
MG;3160801;São Bento Abade;5411;5349;São Bento Abade;5286;certo
RN;2411601;São Bento do Norte;2687;2717;São Bento do Norte;2747;certo
SP;3548609;São Bento do Sapucaí;10907;10893;São Bento do Sapucaí;10878;certo
SC;4215802;São Bento do Sul;86317;85421;São Bento do Sul;84507;certo
TO;1720101;São Bento do Tocantins;5457;5391;São Bento do Tocantins;5324;certo
RN;2411700;São Bento do Trairí;4541;4495;São Bento do Trairí;4449;certo
PE;2613008;São Bento do Una;60567;60042;São Bento do Una;59504;certo
SC;4215752;São Bernardino;2239;2287;São Bernardino;2336;certo
MA;2110609;São Bernardo;28825;28667;São Bernardo;28507;certo
SP;3548708;São Bernardo do Campo;849874;844483;São Bernardo do Campo;838936;certo
SC;4215901;São Bonifácio;2791;2814;São Bonifácio;2838;certo
RS;4318002;São Borja;59768;60019;São Borja;60282;certo
AL;2708204;São Brás;6977;6969;São Brás;6961;certo
MG;3160900;São Brás do Suaçuí;3770;3754;São Brás do Suaçuí;3738;certo
PI;2209559;São Braz do Piauí;4454;4451;São Braz do Piauí;4448;certo
PA;1507102;São Caetano de Odivelas;18207;18129;São Caetano de Odivelas;18050;certo
SP;3548807;São Caetano do Sul;162763;161957;São Caetano do Sul;161127;certo
PE;2613107;São Caitano;37488;37368;São Caitano;37245;certo
SP;3548906;São Carlos;256915;254484;São Carlos;251983;certo
SC;4216008;São Carlos;11456;11369;São Carlos;11281;certo
PR;4124608;São Carlos do Ivaí;6961;6920;São Carlos do Ivaí;6878;certo
SE;2806701;São Cristóvão;92090;91093;São Cristóvão;90072;certo
SC;4216057;São Cristóvão do Sul;5646;5598;São Cristovão do Sul;5549;errado
BA;2928901;São Desidério;34764;34266;São Desidério;33742;certo
PB;2513968;São Domingos;3119;3097;São Domingos;3073;certo
SE;2806800;São Domingos;11276;11207;São Domingos;11137;certo
BA;2928950;São Domingos;9085;9072;São Domingos;9058;certo
SC;4216107;São Domingos;9422;9434;São Domingos;9445;certo
GO;5219803;São Domingos;13305;13103;São Domingos;12949;certo
MG;3160959;São Domingos das Dores;5672;5658;São Domingos das Dores;5644;certo
PA;1507151;São Domingos do Araguaia;25945;25753;São Domingos do Araguaia;25557;certo
MA;2110658;São Domingos do Azeitão;7448;7420;São Domingos do Azeitão;7392;certo
PA;1507201;São Domingos do Capim;32285;32139;São Domingos do Capim;31989;certo
PB;2513943;São Domingos do Cariri;2645;2630;São Domingos do Cariri;2615;certo
MA;2110708;São Domingos do Maranhão;34391;34384;São Domingos do Maranhão;34376;certo
ES;3204658;São Domingos do Norte;8735;8687;São Domingos do Norte;8638;certo
MG;3161007;São Domingos do Prata;17296;17327;São Domingos do Prata;17359;certo
RS;4318051;São Domingos do Sul;3091;3083;São Domingos do Sul;3074;certo
BA;2929107;São Felipe;21083;21080;São Felipe;21074;certo
RO;1101484;São Felipe D'Oeste;4962;5066;São Felipe D'Oeste;5172;certo
BA;2929008;São Félix;14784;14762;São Félix;14740;certo
MA;2110807;São Félix de Balsas;4540;4562;São Félix de Balsas;4585;certo
MG;3161056;São Félix de Minas;3354;3362;São Félix de Minas;3369;certo
MT;5107859;São Félix do Araguaia;11934;11843;São Félix do Araguaia;11708;certo
BA;2929057;São Félix do Coribe;15543;15468;São Félix do Coribe;15391;certo
PI;2209609;São Félix do Piauí;2923;2932;São Félix do Piauí;2942;certo
TO;1720150;São Félix do Tocantins;1610;1598;São Félix do Tocantins;1585;certo
PA;1507300;São Félix do Xingu;135732;132138;São Félix do Xingu;128481;certo
RN;2411809;São Fernando;3606;3595;São Fernando;3584;certo
RJ;3304805;São Fidélis;38749;38710;São Fidélis;38669;certo
PB;2513984;São Francisco;3377;3384;São Francisco;3392;certo
SE;2806909;São Francisco;3837;3781;São Francisco;3724;certo
MG;3161106;São Francisco;56625;56477;São Francisco;56323;certo
SP;3549003;São Francisco;2813;2817;São Francisco;2821;certo
RS;4318101;São Francisco de Assis;18081;18205;São Francisco de Assis;18335;certo
PI;2209658;São Francisco de Assis do Piauí;5801;5779;São Francisco de Assis do Piauí;5755;certo
GO;5219902;São Francisco de Goiás;6265;6267;São Francisco de Goiás;6264;certo
RJ;3304755;São Francisco de Itabapoana;42214;42210;São Francisco de Itabapoana;42205;certo
MG;3161205;São Francisco de Paula;6512;6520;São Francisco de Paula;6527;certo
RS;4318200;São Francisco de Paula;21871;21801;São Francisco de Paula;21710;certo
MG;3161304;São Francisco de Sales;6309;6274;São Francisco de Sales;6238;certo
MA;2110856;São Francisco do Brejão;12082;11941;São Francisco do Brejão;11798;certo
BA;2929206;São Francisco do Conde;40664;40245;São Francisco do Conde;39802;certo
MG;3161403;São Francisco do Glória;4758;4800;São Francisco do Glória;4844;certo
RO;1101492;São Francisco do Guaporé;21088;20681;São Francisco do Guaporé;20266;certo
MA;2110906;São Francisco do Maranhão;12226;12218;São Francisco do Maranhão;12210;certo
RN;2411908;São Francisco do Oeste;4281;4255;São Francisco do Oeste;4228;certo
PA;1507409;São Francisco do Pará;15978;15930;São Francisco do Pará;15882;certo
PI;2209708;São Francisco do Piauí;6417;6420;São Francisco do Piauí;6423;certo
SC;4216206;São Francisco do Sul;54751;53746;São Francisco do Sul;52721;certo
BA;2929255;São Gabriel;18785;18789;São Gabriel;18793;certo
RS;4318309;São Gabriel;62187;62147;São Gabriel;62105;certo
AM;1303809;São Gabriel da Cachoeira;47031;46303;São Gabriel da Cachoeira;45564;certo
ES;3204708;São Gabriel da Palha;39085;38522;São Gabriel da Palha;37947;certo
MS;5007695;São Gabriel do Oeste;27660;27221;São Gabriel do Oeste;26771;certo
MG;3161502;São Geraldo;12751;12562;São Geraldo;12366;certo
MG;3161601;São Geraldo da Piedade;3860;3910;São Geraldo da Piedade;3962;certo
PA;1507458;São Geraldo do Araguaia;24566;24705;São Geraldo do Araguaia;24847;certo
MG;3161650;São Geraldo do Baixio;4104;4059;São Geraldo do Baixio;4012;certo
RJ;3304904;São Gonçalo;1098357;1091737;São Gonçalo;1084839;certo
MG;3161700;São Gonçalo do Abaeté;8527;8459;São Gonçalo do Abaeté;8389;certo
CE;2312403;São Gonçalo do Amarante;49306;48869;São Gonçalo do Amarante;48422;certo
RN;2412005;São Gonçalo do Amarante;104919;103672;São Gonçalo do Amarante;102400;certo
PI;2209757;São Gonçalo do Gurguéia;3071;3057;São Gonçalo do Gurguéia;3041;certo
MG;3161809;São Gonçalo do Pará;12776;12597;São Gonçalo do Pará;12411;certo
PI;2209807;São Gonçalo do Piauí;5044;5030;São Gonçalo do Piauí;5015;certo
MG;3161908;São Gonçalo do Rio Abaixo;11114;11019;São Gonçalo do Rio Abaixo;10920;certo
MG;3125507;São Gonçalo do Rio Preto;3178;3173;São Gonçalo do Rio Preto;3167;certo
MG;3162005;São Gonçalo do Sapucaí;25670;25561;São Gonçalo do Sapucaí;25449;certo
BA;2929305;São Gonçalo dos Campos;38315;37942;São Gonçalo dos Campos;37550;certo
MG;3162104;São Gotardo;36084;35782;São Gotardo;35469;certo
RS;4318408;São Jerônimo;24569;24412;São Jerônimo;24248;certo
PR;4124707;São Jerônimo da Serra;11088;11128;São Jerônimo da Serra;11170;certo
PE;2613206;São João;23002;22899;São João;22793;certo
PR;4124806;São João;10122;10181;São João;10241;certo
MA;2111003;São João Batista;20736;20701;São João Batista;20665;certo
SC;4216305;São João Batista;39719;38583;São João Batista;37424;certo
MG;3162203;São João Batista do Glória;7541;7498;São João Batista do Glória;7453;certo
RR;1400506;São João da Baliza;8492;8348;São João da Baliza;8201;certo
RJ;3305000;São João da Barra;36731;36423;São João da Barra;36102;certo
SP;3549102;São João da Boa Vista;92315;91771;São João da Boa Vista;91211;certo
PI;2209856;São João da Canabrava;4619;4614;São João da Canabrava;4608;certo
PI;2209872;São João da Fronteira;6084;6064;São João da Fronteira;6042;certo
MG;3162252;São João da Lagoa;4949;4932;São João da Lagoa;4915;certo
MG;3162302;São João da Mata;2743;2746;São João da Mata;2749;certo
GO;5220058;São João da Paraúna;1312;1345;São João da Paraúna;1381;certo
PA;1507466;São João da Ponta;6294;6217;São João da Ponta;6139;certo
MG;3162401;São João da Ponte;25033;25098;São João da Ponte;25165;certo
PI;2209906;São João da Serra;6106;6122;São João da Serra;6139;certo
RS;4318424;São João da Urtiga;4625;4641;São João da Urtiga;4657;certo
PI;2209955;São João da Varjota;4856;4848;São João da Varjota;4840;certo
GO;5220009;São João d'Aliança;14423;14085;São João d'Aliança;13740;certo
SP;3549201;São João das Duas Pontes;2555;2561;São João das Duas Pontes;2568;certo
MG;3162450;São João das Missões;13232;13125;São João das Missões;13014;certo
SP;3549250;São João de Iracema;1942;1932;São João de Iracema;1922;certo
RJ;3305109;São João de Meriti;473385;472906;São João de Meriti;472406;certo
PA;1507474;São João de Pirabas;23440;23244;São João de Pirabas;23045;certo
MG;3162500;São João del Rei;90897;90497;São João del Rei;90082;certo
PA;1507508;São João do Araguaia;14105;14051;São João do Araguaia;13996;certo
PI;2209971;São João do Arraial;8085;8038;São João do Arraial;7989;certo
PR;4124905;São João do Caiuá;5819;5837;São João do Caiuá;5855;certo
PB;2514008;São João do Cariri;4170;4184;São João do Cariri;4199;certo
MA;2111029;São João do Carú;15768;15787;São João do Carú;15808;certo
SC;4216354;São João do Itaperiú;3784;3759;São João do Itaperiú;3733;certo
PR;4125001;São João do Ivaí;9897;10056;São João do Ivaí;10219;certo
CE;2312502;São João do Jaguaribe;7557;7601;São João do Jaguaribe;7645;certo
MG;3162559;São João do Manhuaçu;11785;11674;São João do Manhuaçu;11559;certo
MG;3162575;São João do Manteninha;5975;5918;São João do Manteninha;5859;certo
SC;4216255;São João do Oeste;6423;6402;São João do Oeste;6381;certo
MG;3162609;São João do Oriente;7393;7444;São João do Oriente;7498;certo
MG;3162658;São João do Pacuí;4476;4448;São João do Pacuí;4419;certo
MA;2111052;São João do Paraíso;11207;11193;São João do Paraíso;11177;certo
MG;3162708;São João do Paraíso;23797;23709;São João do Paraíso;23618;certo
SP;3549300;São João do Pau d'Alho;2095;2100;São João do Pau d'Alho;2105;certo
PI;2210003;São João do Piauí;20720;20662;São João do Piauí;20601;certo
RS;4318432;São João do Polêsine;2535;2543;São João do Polêsine;2552;certo
PB;2500700;São João do Rio do Peixe;18020;18026;São João do Rio do Peixe;18034;certo
RN;2412104;São João do Sabugi;6221;6207;São João do Sabugi;6193;certo
MA;2111078;São João do Soter;18746;18645;São João do Soter;18543;certo
SC;4216404;São João do Sul;7332;7315;São João do Sul;7297;certo
PB;2514107;São João do Tigre;4408;4415;São João do Tigre;4422;certo
PR;4125100;São João do Triunfo;15359;15241;São João do Triunfo;15120;certo
MA;2111102;São João dos Patos;26063;25996;São João dos Patos;25929;certo
MG;3162807;São João Evangelista;15761;15767;São João Evangelista;15774;certo
MG;3162906;São João Nepomuceno;26530;26447;São João Nepomuceno;26361;certo
SC;4216503;São Joaquim;27322;27139;São Joaquim;26952;certo
SP;3549409;São Joaquim da Barra;52737;52319;São Joaquim da Barra;51888;certo
MG;3162922;São Joaquim de Bicas;32696;32148;São Joaquim de Bicas;31578;certo
PE;2613305;São Joaquim do Monte;21439;21398;São Joaquim do Monte;21356;certo
RS;4318440;São Jorge;2808;2816;São Jorge;2824;certo
PR;4125308;São Jorge do Ivaí;5535;5543;São Jorge do Ivaí;5551;certo
PR;4125357;São Jorge do Patrocínio;5532;5586;São Jorge do Patrocínio;5641;certo
PR;4125209;São Jorge d'Oeste;9005;9028;São Jorge d'Oeste;9050;certo
SC;4216602;São José;253705;250181;São José;246586;certo
MG;3162948;São José da Barra;7532;7480;São José da Barra;7426;certo
SP;3549508;São José da Bela Vista;8991;8960;São José da Bela Vista;8928;certo
PR;4125407;São José da Boa Vista;6115;6160;São José da Boa Vista;6206;certo
PE;2613404;São José da Coroa Grande;21868;21586;São José da Coroa Grande;21298;certo
PB;2514206;São José da Lagoa Tapada;7622;7626;São José da Lagoa Tapada;7630;certo
AL;2708303;São José da Laje;24064;23996;São José da Laje;23927;certo
MG;3162955;São José da Lapa;24490;24135;São José da Lapa;23766;certo
MG;3163003;São José da Safira;4291;4280;São José da Safira;4268;certo
AL;2708402;São José da Tapera;32462;32405;São José da Tapera;32260;certo
MG;3163102;São José da Varginha;5151;5079;São José da Varginha;5004;certo
BA;2929354;São José da Vitória;5562;5608;São José da Vitória;5657;certo
RS;4318457;São José das Missões;2491;2514;São José das Missões;2537;certo
PR;4125456;São José das Palmeiras;3601;3627;São José das Palmeiras;3654;certo
PB;2514305;São José de Caiana;6394;6376;São José de Caiana;6359;certo
PB;2514404;São José de Espinharas;4631;4656;São José de Espinharas;4682;certo
RN;2412203;São José de Mipibu;44566;44236;São José de Mipibu;43899;certo
PB;2514503;São José de Piranhas;20406;20329;São José de Piranhas;20251;certo
PB;2514552;São José de Princesa;3898;3950;São José de Princesa;4003;certo
MA;2111201;São José de Ribamar;180345;179028;São José de Ribamar;177687;certo
RJ;3305133;São José de Ubá;7240;7206;São José de Ubá;7171;certo
MG;3163201;São José do Alegre;4222;4210;São José do Alegre;4196;certo
SP;3549607;São José do Barreiro;4141;4144;São José do Barreiro;4147;certo
PE;2613503;São José do Belmonte;34082;34021;São José do Belmonte;33959;certo
PB;2514602;São José do Bonfim;3619;3588;São José do Bonfim;3557;certo
PB;2514651;São José do Brejo do Cruz;1821;1811;São José do Brejo do Cruz;1801;certo
ES;3204807;São José do Calçado;10536;10546;São José do Calçado;10556;certo
RN;2412302;São José do Campestre;12901;12879;São José do Campestre;12856;certo
SC;4216701;São José do Cedro;13811;13820;São José do Cedro;13829;certo
SC;4216800;São José do Cerrito;8054;8173;São José do Cerrito;8295;certo
PI;2210052;São José do Divino;5361;5354;São José do Divino;5346;certo
MG;3163300;São José do Divino;3851;3856;São José do Divino;3860;certo
PE;2613602;São José do Egito;34210;34056;São José do Egito;33951;certo
MG;3163409;São José do Goiabal;5356;5387;São José do Goiabal;5420;certo
RS;4318465;São José do Herval;1917;1943;São José do Herval;1971;certo
RS;4318481;São José do Hortêncio;4924;4865;São José do Hortêncio;4804;certo
RS;4318499;São José do Inhacorá;2040;2056;São José do Inhacorá;2073;certo
BA;2929370;São José do Jacuípe;10546;10505;São José do Jacuípe;10462;certo
MG;3163508;São José do Jacuri;6409;6431;São José do Jacuri;6453;certo
MG;3163607;São José do Mantimento;2821;2806;São José do Mantimento;2791;certo
RS;4318507;São José do Norte;27866;27721;São José do Norte;27568;certo
RS;4318606;São José do Ouro;6911;6922;São José do Ouro;6933;certo
PI;2210102;São José do Peixe;3737;3741;São José do Peixe;3745;certo
PI;2210201;São José do Piauí;6696;6700;São José do Piauí;6705;certo
MT;5107297;São José do Povo;4102;4450;São José do Povo;4063;certo
MT;5107305;São José do Rio Claro;21351;21011;São José do Rio Claro;20664;certo
SP;3549706;São José do Rio Pardo;55298;55124;São José do Rio Pardo;54946;certo
SP;3549805;São José do Rio Preto;469173;464983;São José do Rio Preto;460671;certo
PB;2514701;São José do Sabugi;4153;4147;São José do Sabugi;4141;certo
RN;2412401;São José do Seridó;4696;4665;São José do Seridó;4634;certo
RS;4318614;São José do Sul;2464;2437;São José do Sul;2408;certo
RJ;3305158;São José do Vale do Rio Preto;22032;21916;São José do Vale do Rio Preto;21795;certo
MT;5107354;São José do Xingu;5646;5620;São José do Xingu;5595;certo
RS;4318622;São José dos Ausentes;3559;3543;São José dos Ausentes;3527;certo
MA;2111250;São José dos Basílios;7639;7640;São José dos Basílios;7641;certo
SP;3549904;São José dos Campos;737310;729737;São José dos Campos;721944;certo
PB;2514800;São José dos Cordeiros;3607;3618;São José dos Cordeiros;3628;certo
PR;4125506;São José dos Pinhais;334620;329058;São José dos Pinhais;323340;certo
MT;5107107;São José dos Quatro Marcos;18788;18846;São José dos Quatro Marcos;18906;certo
PB;2514453;São José dos Ramos;6037;5998;São José dos Ramos;5957;certo
PI;2210300;São Julião;6379;6371;São Julião;6363;certo
RS;4318705;São Leopoldo;240378;238648;São Leopoldo;236835;certo
MG;3163706;São Lourenço;46539;46202;São Lourenço;45851;certo
PE;2613701;São Lourenço da Mata;114910;114079;São Lourenço da Mata;113230;certo
SP;3549953;São Lourenço da Serra;16127;15978;São Lourenço da Serra;15825;certo
SC;4216909;São Lourenço do Oeste;24501;24291;São Lourenço do Oeste;24076;certo
PI;2210359;São Lourenço do Piauí;4581;4577;São Lourenço do Piauí;4573;certo
RS;4318804;São Lourenço do Sul;43501;43540;São Lourenço do Sul;43582;certo
SC;4217006;São Ludgero;13886;13650;São Ludgero;13410;certo
MA;2111300;São Luís;1115932;1108975;São Luís;1101884;certo
GO;5220108;São Luís de Montes Belos;34488;34157;São Luís de Montes Belos;33817;certo
CE;2312601;São Luís do Curu;13086;13044;São Luís do Curu;13000;certo
PI;2210375;São Luis do Piauí;2648;2646;São Luís do Paraitinga;10687;errado
AL;2708501;São Luís do Quitunde;34825;34692;São Luis do Piauí;2644;errado
MA;2111409;São Luís Gonzaga do Maranhão;18600;18727;São Luís do Quitunde;34555;errado
RR;1400605;São Luiz;8232;8110;São Luís Gonzaga do Maranhão;18856;errado
GO;5220157;São Luiz do Norte;5263;5215;São Luiz;7986;errado
SP;3550001;São Luiz do Paraitinga;10693;10690;São Luiz do Norte;5167;errado
RS;4318903;São Luiz Gonzaga;33124;33293;São Luiz Gonzaga;33468;certo
PB;2514909;São Mamede;7682;7702;São Mamede;7724;certo
PR;4125555;São Manoel do Paraná;2165;2163;São Manoel do Paraná;2160;certo
SP;3550100;São Manuel;41287;41123;São Manuel;40954;certo
RS;4319000;São Marcos;21756;21658;São Marcos;21556;certo
SC;4217105;São Martinho;3162;3171;São Martinho;3180;certo
RS;4319109;São Martinho;5336;5380;São Martinho;5426;certo
RS;4319125;São Martinho da Serra;3228;3231;São Martinho da Serra;3234;certo
ES;3204906;São Mateus;134629;132642;São Mateus;130611;certo
MA;2111508;São Mateus do Maranhão;41750;41579;São Mateus do Maranhão;41529;certo
PR;4125605;São Mateus do Sul;47137;46705;São Mateus do Sul;46261;certo
RN;2412500;São Miguel;23789;23655;São Miguel;23519;certo
SP;3550209;São Miguel Arcanjo;33071;33002;São Miguel Arcanjo;32931;certo
PI;2210383;São Miguel da Baixa Grande;2456;2454;São Miguel da Baixa Grande;2452;certo
SC;4217154;São Miguel da Boa Vista;1794;1807;São Miguel da Boa Vista;1820;certo
BA;2929404;São Miguel das Matas;11733;11704;São Miguel das Matas;11675;certo
RS;4319158;São Miguel das Missões;7692;7683;São Miguel das Missões;7673;certo
PB;2515005;São Miguel de Taipu;7450;7410;São Miguel de Taipu;7368;certo
SE;2807006;São Miguel do Aleixo;3964;3947;São Miguel do Aleixo;3930;certo
MG;3163805;São Miguel do Anta;6949;6944;São Miguel do Anta;6938;certo
GO;5220207;São Miguel do Araguaia;21849;21920;São Miguel do Araguaia;21993;certo
PI;2210391;São Miguel do Fidalgo;3037;3038;São Miguel do Fidalgo;3039;certo
RN;2412559;São Miguel do Gostoso;10441;10362;São Miguel do Gostoso;10282;certo
PA;1507607;São Miguel do Guamá;60268;59632;São Miguel do Guamá;58986;certo
RO;1100320;São Miguel do Guaporé;23147;23077;São Miguel do Guaporé;23005;certo
PR;4125704;São Miguel do Iguaçu;27696;27576;São Miguel do Iguaçu;27452;certo
SC;4217204;São Miguel do Oeste;41246;40868;São Miguel do Oeste;40482;certo
GO;5220264;São Miguel do Passa Quatro;4105;4082;São Miguel do Passa Quatro;4057;certo
PI;2210409;São Miguel do Tapuio;17617;17639;São Miguel do Tapuio;17662;certo
TO;1720200;São Miguel do Tocantins;12445;12294;São Miguel do Tocantins;12139;certo
AL;2708600;São Miguel dos Campos;62328;61797;São Miguel dos Campos;61251;certo
AL;2708709;São Miguel dos Milagres;8073;8013;São Miguel dos Milagres;7951;certo
RS;4319208;São Nicolau;5153;5208;São Nicolau;5265;certo
GO;5220280;São Patrício;2040;2037;São Patrício;2036;certo
SP;3550308;São Paulo;12396372;12325232;São Paulo;12252023;certo
RS;4319307;São Paulo das Missões;5654;5720;São Paulo das Missões;5790;certo
AM;1303908;São Paulo de Olivença;40837;40073;São Paulo de Olivença;39299;certo
RN;2412609;São Paulo do Potengi;17858;17720;São Paulo do Potengi;17579;certo
RN;2412708;São Pedro;5889;5930;São Pedro;5971;certo
SP;3550407;São Pedro;36298;35980;São Pedro;35653;certo
MA;2111532;São Pedro da Água Branca;12779;12735;São Pedro da Água Branca;12690;certo
RJ;3305208;São Pedro da Aldeia;107556;106049;São Pedro da Aldeia;104476;certo
MT;5107404;São Pedro da Cipa;4823;4771;São Pedro da Cipa;4727;certo
RS;4319356;São Pedro da Serra;3881;3842;São Pedro da Serra;3801;certo
MG;3163904;São Pedro da União;4563;4610;São Pedro da União;4659;certo
RS;4319364;São Pedro das Missões;2025;2017;São Pedro das Missões;2009;certo
SC;4217253;São Pedro de Alcântara;6046;5935;São Pedro de Alcântara;5823;certo
RS;4319372;São Pedro do Butiá;2950;2949;São Pedro do Butiá;2947;certo
PR;4125753;São Pedro do Iguaçu;5745;5820;São Pedro do Iguaçu;5897;certo
PR;4125803;São Pedro do Ivaí;11109;11046;São Pedro do Ivaí;10981;certo
PR;4125902;São Pedro do Paraná;2265;2289;São Pedro do Paraná;2313;certo
PI;2210508;São Pedro do Piauí;14356;14324;São Pedro do Piauí;14291;certo
MG;3164100;São Pedro do Suaçuí;5160;5202;São Pedro do Suaçuí;5246;certo
RS;4319406;São Pedro do Sul;16100;16148;São Pedro do Sul;16198;certo
SP;3550506;São Pedro do Turvo;7724;7696;São Pedro do Turvo;7666;certo
MA;2111573;São Pedro dos Crentes;4700;4684;São Pedro dos Crentes;4668;certo
MG;3164001;São Pedro dos Ferros;7634;7706;São Pedro dos Ferros;7781;certo
RN;2412807;São Rafael;8183;8192;São Rafael;8202;certo
MA;2111607;São Raimundo das Mangabeiras;19090;18980;São Raimundo das Mangabeiras;18868;certo
MA;2111631;São Raimundo do Doca Bezerra;5028;5131;São Raimundo do Doca Bezerra;5237;certo
PI;2210607;São Raimundo Nonato;35035;34877;São Raimundo Nonato;34710;certo
MA;2111672;São Roberto;6856;6789;São Roberto;6719;certo
MG;3164209;São Romão;12713;12529;São Romão;12337;certo
SP;3550605;São Roque;93076;92060;São Roque;91016;certo
MG;3164308;São Roque de Minas;7100;7076;São Roque de Minas;7051;certo
ES;3204955;São Roque do Canaã;12602;12510;São Roque do Canaã;12415;certo
TO;1720259;São Salvador do Tocantins;3106;3094;São Salvador do Tocantins;3082;certo
AL;2708808;São Sebastião;34424;34290;São Sebastião;34152;certo
SP;3550704;São Sebastião;91637;90328;São Sebastião;88980;certo
PR;4126009;São Sebastião da Amoreira;8865;8859;São Sebastião da Amoreira;8853;certo
MG;3164407;São Sebastião da Bela Vista;5598;5552;São Sebastião da Bela Vista;5504;certo
PA;1507706;São Sebastião da Boa Vista;27302;26974;São Sebastião da Boa Vista;26640;certo
SP;3550803;São Sebastião da Grama;12137;12159;São Sebastião da Grama;12182;certo
MG;3164431;São Sebastião da Vargem Alegre;3039;3024;São Sebastião da Vargem Alegre;3007;certo
PB;2515104;São Sebastião de Lagoa de Roça;11793;11728;São Sebastião de Lagoa de Roça;11661;certo
RJ;3305307;São Sebastião do Alto;9416;9387;São Sebastião do Alto;9357;certo
MG;3164472;São Sebastião do Anta;6697;6627;São Sebastião do Anta;6555;certo
RS;4319505;São Sebastião do Caí;26161;25959;São Sebastião do Caí;25685;certo
MG;3164506;São Sebastião do Maranhão;9884;9963;São Sebastião do Maranhão;10044;certo
MG;3164605;São Sebastião do Oeste;6948;6863;São Sebastião do Oeste;6775;certo
MG;3164704;São Sebastião do Paraíso;71915;71445;São Sebastião do Paraíso;70956;certo
BA;2929503;São Sebastião do Passé;44554;44430;São Sebastião do Passé;44300;certo
MG;3164803;São Sebastião do Rio Preto;1478;1492;São Sebastião do Rio Preto;1506;certo
MG;3164902;São Sebastião do Rio Verde;2259;2250;São Sebastião do Rio Verde;2241;certo
TO;1720309;São Sebastião do Tocantins;4898;4852;São Sebastião do Tocantins;4805;certo
AM;1303957;São Sebastião do Uatumã;14678;14352;São Sebastião do Uatumã;14020;certo
PB;2515203;São Sebastião do Umbuzeiro;3534;3512;São Sebastião do Umbuzeiro;3489;certo
RS;4319604;São Sepé;23492;23555;São Sepé;23621;certo
SP;3550902;São Simão;15446;15385;São Simão;15322;certo
GO;5220405;São Simão;21318;20985;São Simão;20645;certo
MG;3165008;São Tiago;10979;10960;São Thomé das Letras;7089;errado
MG;3165107;São Tomás de Aquino;6980;7000;São Tiago;10941;errado
RN;2412906;São Tomé;11051;11053;São Tomás de Aquino;7021;errado
PR;4126108;São Tomé;5778;5750;São Tomé;11055;certo
MG;3165206;São Tomé das Letras;7151;7120;São Tomé;5722;errado
RS;4319703;São Valentim;3220;3259;São Valentim;3299;certo
RS;4319711;São Valentim do Sul;2248;2245;São Valentim do Sul;2242;certo
TO;1720499;São Valério;3848;3904;São Valério;3960;certo
RS;4319737;São Valério do Sul;2732;2729;São Valério do Sul;2727;certo
RS;4319752;São Vendelino;2288;2266;São Vendelino;2243;certo
RN;2413003;São Vicente;6476;6450;São Vicente;6424;certo
SP;3551009;São Vicente;370839;368355;São Vicente;365798;certo
MG;3165305;São Vicente de Minas;7876;7815;São Vicente de Minas;7753;certo
PB;2515401;São Vicente do Seridó;10919;10848;São Vicente do Seridó;10775;certo
RS;4319802;São Vicente do Sul;8742;8732;São Vicente do Sul;8721;certo
MA;2111706;São Vicente Ferrer;22452;22350;São Vicente Ferrer;22247;certo
PE;2613800;São Vicente Férrer;18150;18085;São Vicente Ferrer;18018;errado
PB;2515302;Sapé;52977;52804;Sapé;52625;certo
BA;2929602;Sapeaçu;17421;17409;Sapeaçu;17398;certo
MT;5107875;Sapezal;27485;26688;Sapezal;25881;certo
RS;4319901;Sapiranga;80514;80037;Sapiranga;81734;certo
PR;4126207;Sapopema;6708;6722;Sapopema;6736;certo
PA;1507755;Sapucaia;6088;6009;Sapucaia;5930;certo
RJ;3305406;Sapucaia;18270;18249;Sapucaia;18228;certo
RS;4320008;Sapucaia do Sul;142508;141808;Sapucaia do Sul;141075;certo
MG;3165404;Sapucaí-Mirim;7045;6989;Sapucaí-Mirim;6930;certo
RJ;3305505;Saquarema;91938;90583;Saquarema;89170;certo
PR;4126256;Sarandi;98888;97803;Sarandi;96688;certo
RS;4320107;Sarandi;25024;24763;Sarandi;24489;certo
SP;3551108;Sarapuí;10493;10390;Sarapuí;10285;certo
MG;3165503;Sardoá;6421;6361;Sardoá;6300;certo
SP;3551207;Sarutaiá;3623;3630;Sarutaiá;3638;certo
MG;3165537;Sarzedo;34050;33413;Sarzedo;32752;certo
BA;2929701;Sátiro Dias;17330;17302;Sátiro Dias;17273;certo
AL;2708907;Satuba;14042;13936;Satuba;13828;certo
MA;2111722;Satubinha;14274;14096;Satubinha;13914;certo
BA;2929750;Saubara;12163;12105;Saubara;12043;certo
PR;4126272;Saudade do Iguaçu;5578;5539;Saudade do Iguaçu;5500;certo
SC;4217303;Saudades;9874;9810;Saudades;9745;certo
BA;2929800;Saúde;12971;12943;Saúde;12913;certo
SC;4217402;Schroeder;22605;21991;Schroeder;21365;certo
BA;2929909;Seabra;44370;44234;Seabra;44091;certo
SC;4217501;Seara;17610;17576;Seara;17541;certo
SP;3551306;Sebastianópolis do Sul;3595;3554;Sebastianópolis do Sul;3513;certo
PI;2210623;Sebastião Barros;3434;3451;Sebastião Barros;3469;certo
